bucket,reason,source,path,size,mtime,ext,name
ARCHIVE,matches archive hint (old/legacy/backup/draft/wp-/v1/v2/plan/roadmap),VPS,/root/openclaw/assets/designs/social/1773424481154-instagram-openclaw-test-post-phase-4-12-automated-social.png,18905,2026-04-30T19:42:31.3517988870,.png,1773424481154-instagram-openclaw-test-post-phase-4-12-automated-social.png
ARCHIVE,matches archive hint (old/legacy/backup/draft/wp-/v1/v2/plan/roadmap),VPS,/root/openclaw/inngest/functions/phase1-foundation.ts,18121,2026-04-30T19:42:31.3657987980,.ts,phase1-foundation.ts
ARCHIVE,matches archive hint (old/legacy/backup/draft/wp-/v1/v2/plan/roadmap),VPS,/root/openclaw/inngest/functions/phase3-execution.ts,20134,2026-04-30T19:42:31.3657987980,.ts,phase3-execution.ts
ARCHIVE,matches archive hint (old/legacy/backup/draft/wp-/v1/v2/plan/roadmap),VPS,/root/openclaw/inngest/functions/phase2-intelligence.ts,15647,2026-04-30T19:42:31.3657987980,.ts,phase2-intelligence.ts
ARCHIVE,matches archive hint (old/legacy/backup/draft/wp-/v1/v2/plan/roadmap),VPS,/root/openclaw/IMPLEMENTATION-PLAN.md,38028,2026-04-30T19:42:31.3467989200,.md,IMPLEMENTATION-PLAN.md
ARCHIVE,matches archive hint (old/legacy/backup/draft/wp-/v1/v2/plan/roadmap),VPS,/root/openclaw/docker-compose.yml.bak.20260505145621,1824,2026-05-05T14:56:21.6694005130,.20260505145621,docker-compose.yml.bak.20260505145621
ARCHIVE,matches archive hint (old/legacy/backup/draft/wp-/v1/v2/plan/roadmap),VPS,/root/openclaw/STRATEGIC-UPGRADE-PLAN.md,36708,2026-04-30T19:42:31.3477989130,.md,STRATEGIC-UPGRADE-PLAN.md
ARCHIVE,matches archive hint (old/legacy/backup/draft/wp-/v1/v2/plan/roadmap),VPS,/root/openclaw/docker-compose.yml.bak.20260505143017,1824,2026-05-05T14:30:17.4652846120,.20260505143017,docker-compose.yml.bak.20260505143017
ARCHIVE,matches archive hint (old/legacy/backup/draft/wp-/v1/v2/plan/roadmap),VPS,/root/openclaw/docs/upgrade-program/PLATFORM-OPS-ARCHITECTURE-v1.md,4228,2026-04-30T19:42:31.3647988040,.md,PLATFORM-OPS-ARCHITECTURE-v1.md
ARCHIVE,matches archive hint (old/legacy/backup/draft/wp-/v1/v2/plan/roadmap),VPS,/root/openclaw/deploy/hetzner/backup.sh,2039,2026-04-30T19:42:31.3617988240,.sh,backup.sh
ARCHIVE,matches archive hint (old/legacy/backup/draft/wp-/v1/v2/plan/roadmap),VPS,/root/openclaw/reggie-vps-phase1-manifest.csv,7655424,2026-05-05T16:57:28.2133010300,.csv,reggie-vps-phase1-manifest.csv
ARCHIVE,matches archive hint (old/legacy/backup/draft/wp-/v1/v2/plan/roadmap),VPS,/root/openclaw/training/OPENCLAW-AGENT-TRAINING-PLAN.md,28700,2026-04-30T19:42:31.4107985090,.md,OPENCLAW-AGENT-TRAINING-PLAN.md
ARCHIVE,matches archive hint (old/legacy/backup/draft/wp-/v1/v2/plan/roadmap),VPS,/root/openclaw/skills/coaching-adaptive-action-plan-generation/index.mjs,2518,2026-04-30T19:42:31.3857986700,.mjs,index.mjs
ARCHIVE,matches archive hint (old/legacy/backup/draft/wp-/v1/v2/plan/roadmap),VPS,/root/openclaw/skills/backup-manager.mjs,22051,2026-04-30T19:42:31.3837986820,.mjs,backup-manager.mjs
ARCHIVE,matches archive hint (old/legacy/backup/draft/wp-/v1/v2/plan/roadmap),VPS,/root/openclaw/scripts/restart-local.ps1.deprecated,4037,2026-04-30T19:42:31.3767987270,.deprecated,restart-local.ps1.deprecated
